,Age,Work_Experience,Family_Size,Gender_Male,Ever_Married_Yes,Graduated_Yes,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Spending_Score_High,Spending_Score_Low,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
1515,55,1.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1517,45,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1518,31,8.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1519,33,0.0,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1520,52,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1521,42,0.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1522,38,1.0,3.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1523,84,1.0,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1524,67,1.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1525,32,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1526,33,12.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1527,30,2.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1528,18,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1529,47,7.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1530,29,1.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1531,63,0.0,4.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1534,27,0.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1535,43,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1537,29,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1539,57,8.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1540,47,8.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1541,32,4.0,3.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1542,25,0.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,79,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1544,41,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1545,36,4.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1546,19,1.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1548,26,0.0,2.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1549,28,13.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1550,84,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1551,81,1.0,2.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1552,35,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1553,55,0.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1554,50,0.0,5.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1555,78,0.0,5.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1556,36,0.0,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1557,47,1.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1558,48,6.0,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1559,69,1.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1560,38,0.0,4.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1561,36,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1562,52,9.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1563,46,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1564,18,1.0,6.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1565,22,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1566,18,1.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1567,30,1.0,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1569,43,7.0,4.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1570,49,1.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1571,40,9.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1572,55,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1573,33,1.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1574,31,1.0,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1575,35,3.0,6.0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1576,40,8.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1577,69,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1578,46,1.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1579,63,0.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1581,61,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1582,50,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1584,53,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1585,35,0.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1586,19,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1587,26,3.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1588,38,0.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1589,26,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1590,39,0.0,3.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1591,39,1.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1593,45,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1594,47,0.0,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1595,30,0.0,5.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1596,48,5.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1597,76,0.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1598,71,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1599,41,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1601,57,1.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1602,49,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1603,21,1.0,8.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1604,18,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1606,33,8.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1607,53,1.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1608,55,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1609,73,0.0,4.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1611,59,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1612,38,0.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1613,42,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1614,83,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1616,46,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1617,37,8.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1618,42,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1619,71,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1620,18,7.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1621,41,4.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1622,27,0.0,5.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1623,53,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1624,28,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1626,18,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1627,19,2.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1628,32,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1629,30,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1630,36,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1631,82,5.0,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1633,45,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1635,27,9.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1636,18,1.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1637,22,1.0,4.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1638,22,2.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1639,42,8.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1640,69,1.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1641,43,8.0,2.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1642,89,3.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1643,26,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1644,43,1.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1645,30,1.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1646,60,0.0,2.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1647,38,7.0,4.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1649,45,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1650,20,3.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1651,51,9.0,1.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1652,36,1.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1653,41,9.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1655,30,9.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1656,23,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1657,39,4.0,2.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1658,63,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1659,60,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1660,20,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1661,89,1.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1663,43,1.0,4.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1664,70,3.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1665,35,9.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1666,42,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1667,39,6.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1668,29,0.0,2.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1670,74,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1671,41,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1672,51,0.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1673,50,1.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1674,23,0.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1675,36,9.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1676,36,8.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1677,50,1.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1679,37,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1680,65,0.0,4.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1681,26,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1682,55,1.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1683,65,0.0,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1684,72,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1685,51,7.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1686,25,1.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1687,38,0.0,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1690,39,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1691,62,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1692,37,4.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1693,28,3.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1694,32,1.0,6.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1695,31,14.0,2.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1696,31,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1698,67,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1699,72,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1700,57,0.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1702,36,4.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1703,21,9.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1704,47,1.0,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1705,25,8.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1706,41,9.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1707,29,0.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1708,21,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1709,66,0.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1710,27,10.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1712,52,4.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1713,46,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1714,23,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1715,27,0.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1716,52,1.0,3.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1717,65,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1719,59,1.0,2.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1720,45,0.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1722,61,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1723,53,1.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1724,37,1.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1725,63,0.0,5.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1727,50,1.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1728,62,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1729,49,1.0,8.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1730,46,6.0,3.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1732,53,1.0,4.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1733,42,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1734,28,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1735,49,1.0,4.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1736,35,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1738,58,0.0,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1739,41,8.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1740,32,9.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1741,33,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1742,69,0.0,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1743,31,6.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1745,39,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1746,21,1.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1748,41,9.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1749,49,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1750,38,0.0,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1752,52,9.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1753,46,6.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1754,28,4.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1755,55,0.0,5.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1756,41,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1757,47,0.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1758,52,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1759,45,4.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1761,78,1.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1764,38,0.0,4.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1765,50,1.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1766,53,8.0,4.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1767,43,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1768,59,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1769,38,8.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1770,42,2.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1771,65,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1772,79,0.0,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1773,41,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1774,42,9.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1776,49,1.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1777,58,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1778,69,0.0,3.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1779,35,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1780,47,0.0,2.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1781,25,12.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1782,38,0.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1783,25,8.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1784,76,0.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1785,23,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1787,49,0.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1789,71,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1790,39,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1791,41,8.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1793,27,10.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1795,35,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1798,49,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1799,42,9.0,3.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1800,39,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1801,68,8.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1802,57,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1803,38,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1804,35,2.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1805,41,0.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1806,40,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1808,53,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1809,38,8.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1810,68,0.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1811,30,1.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1812,52,4.0,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1813,80,1.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1814,31,1.0,7.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1816,87,0.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1817,23,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1818,45,5.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1819,36,9.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1820,41,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1821,48,0.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1822,70,1.0,5.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1823,84,3.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1824,39,11.0,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1825,39,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1826,50,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1827,40,1.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1829,38,4.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1830,71,1.0,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1831,35,10.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1832,27,5.0,5.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
